"phylum","class","order","family","genus","species","AphiaID","records","max_year","group","obis","gbif","redlist_category"
"Mollusca","Gastropoda","Neogastropoda","Cystiscidae","Gibberula","Gibberula lavalleeana",420130,13,2002,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Cinctura","Cinctura hunteria",607920,4,1983,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Cinctura","Cinctura lilium",607921,1,1898,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Fasciolaria","Fasciolaria tulipa",420024,2,1986,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Leucozonia","Leucozonia nassa",420044,2,1971,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Polygona","Polygona infundibulum",420047,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Granulinidae","Granulina","Granulina ovuliformis",532891,8,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Harpidae","Morum","Morum oniscus",403731,1,1970,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Dentimargo","Dentimargo aureocincta",420136,3,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Dentimargo","Dentimargo eburneola",160259,1,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Prunum","Prunum apicinum",420149,15,2001,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Melongenidae","Melongena","Melongena corona",420061,29,2009,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Mitridae","Dibaphimitra","Dibaphimitra florida",420091,2,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Chicoreus","Chicoreus florifer",558810,5,1971,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Coralliophila","Coralliophila richardi",139401,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Eupleura","Eupleura sulcidentata",404149,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Eupleura","Eupleura tampaensis",404195,3,1986,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Favartia","Favartia pacei",738150,1,,,TRUE,FALSE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Phyllonotus","Phyllonotus pomum",419944,2,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Vasula","Vasula deltoidea",714225,3,1971,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Phrontis","Phrontis alba",877063,11,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Phrontis","Phrontis antillarum",877064,1,1992,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Phrontis","Phrontis polygonata",877060,1,1992,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Phrontis","Phrontis vibex",877061,2,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","Oliva reticularis",420126,4,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Oliva","Oliva sayana",208387,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella floralia",420107,7,1996,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella mica",448224,14,2002,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella minuta",420111,1,2001,,TRUE,FALSE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella nivea",420113,1,1996,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Olividae","Olivella","Olivella perplexa",420114,1,1974,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Pisaniidae","Gemophos","Gemophos auritulus",419968,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Pisaniidae","Gemophos","Gemophos tinctus",419969,2,1976,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Pisaniidae","Hesperisternia","Hesperisternia multangulus",419972,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Pseudomelatomidae","Pilsbryspira","Pilsbryspira leucocyma",420409,1,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Terebridae","Neoterebra","Neoterebra dislocata",1416382,1,1996,,TRUE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Turbinellidae","Vasum","Vasum muricatum",420079,2,1971,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Areneidae","Arene","Arene tricarinata",419474,2,2004,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","Calliostoma jujubinum",419419,2,1971,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","Calliostoma sayanum",419428,1,2005,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","Calliostoma tampaense",419432,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Phasianellidae","Eulithidium","Eulithidium affine",419483,1,2004,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Phasianellidae","Eulithidium","Eulithidium bellum",419484,1,2004,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Phasianellidae","Eulithidium","Eulithidium tessellatum",419486,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Turbinidae","Lithopoma","Lithopoma phoebium",413409,2,,,TRUE,TRUE,
"Mollusca","Gastropoda","Trochida","Turbinidae","Turbo","Turbo castanea",528089,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Batillariidae","Lampanella","Lampanella minima",446438,4,1976,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Bittiolum","Bittiolum varium",160174,4,2004,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Cerithium","Cerithium atratum",224572,2,2001,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Cerithium","Cerithium eburneum",419521,1,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Cerithium","Cerithium lutosum",419522,5,1996,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Cerithium","Cerithium muscarum",419523,7,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiopsidae","Cerithiopsis","Cerithiopsis greenii",160161,1,1994,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Epitoniidae","Epitonium","Epitonium unifasciatum",419817,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Litiopidae","Alaba","Alaba incerta",419526,1,2000,,TRUE,FALSE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Modulidae","Modulus","Modulus modulus",419529,4,1989,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Modulidae","Trochomodulus","Trochomodulus calusa",816993,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Newtoniellidae","Retilaskeya","Retilaskeya emersonii",579233,1,2004,,TRUE,FALSE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Scaliolidae","Finella","Finella adamsi",419537,1,2000,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Turritella","Turritella acropora",419541,1,,,TRUE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Vermicularia","Vermicularia spirata",160074,1,,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Cylindrobullidae","Cylindrobulla","Cylindrobulla beauii",420554,1,2004,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Lottiidae","Lottia","Lottia antillarum",456586,1,,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Murchisonellidae","Henrya","Henrya morrisoni",420435,1,1985,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Pyramidellidae","Ivara","Ivara terryi",588365,1,1992,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Pyramidellidae","Megastomia","Megastomia conoidea",224401,3,1994,,TRUE,FALSE,
"Mollusca","Gastropoda",,"Pyramidellidae","Odostomia","Odostomia laevigata",420457,2,2000,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Pyramidellidae","Turbonilla","Turbonilla conradi",420480,5,2000,,TRUE,TRUE,
"Mollusca","Gastropoda",,"Pyramidellidae","Turbonilla","Turbonilla interrupta",160082,2,1996,,TRUE,FALSE,
"Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Acanthochitona","Acanthochitona pygmaea",386508,1,1996,,TRUE,TRUE,
"Mollusca","Polyplacophora","Chitonida","Chitonidae","Acanthopleura","Acanthopleura granulata",386270,9,1983,,TRUE,TRUE,
"Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Ischnochiton","Ischnochiton papillosus",848067,5,1997,,TRUE,TRUE,
"Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Stenoplax","Stenoplax floridana",848095,4,1974,,TRUE,TRUE,
"Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Antalis","Antalis antillarum",1433335,3,2000,,TRUE,TRUE,
"Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Antalis","Antalis pilsbryi",344444,1,1974,,TRUE,TRUE,
"Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Graptacme","Graptacme eborea",344508,1,1974,,TRUE,TRUE,
"Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Gambierdiscus","Gambierdiscus caribaeus",623628,1,2008,,TRUE,FALSE,
"Myzozoa","Dinophyceae","Gymnodiniales","Brachidiniaceae","Karenia","Karenia brevis",233015,67,2018,,TRUE,TRUE,
"Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium depressum",110217,1,,,TRUE,FALSE,
"Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum cordatum",232376,1,,,TRUE,FALSE,
"Platyhelminthes","Monogenea","Dactylogyridea","Ancyrocephalidae","Euryhaliotrema","Euryhaliotrema paracanthi",518064,1,2009,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Halodule","Halodule wrightii",208925,1750,2021,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Syringodium","Syringodium filiforme",374715,615,2021,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Halophila","Halophila decipiens",145713,75,2015,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Halophila","Halophila engelmannii",374722,1,2015,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Thalassia","Thalassia testudinum",374720,3761,2021,,TRUE,TRUE,
"Tracheophyta","Magnoliopsida","Alismatales","Ruppiaceae","Ruppia","Ruppia maritima",234031,1,2021,,TRUE,TRUE,
"Arthropoda","Hexapoda","Diptera","Culicidae","Deinocerites","Deinocerites cancer",494636,,,,FALSE,TRUE,
"Chordata","Aves","Pelecaniformes","Fregatidae","Fregata","Fregata magnificens",343999,,,,FALSE,TRUE,
"Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus",159377,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna maxima",137163,,,,FALSE,TRUE,
"Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Ardea herodias",159382,,,,FALSE,TRUE,
"Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle alcyon",159001,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres",147431,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola",159137,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus griseus",158955,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",159126,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",159084,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa semipalmata",567466,,,,FALSE,TRUE,
"Chordata","Aves","Falconiformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus",159374,,,,FALSE,TRUE,
"Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta thula",159116,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla",159054,,,,FALSE,TRUE,
"Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta rufescens",422580,,,,FALSE,TRUE,"NT"
"Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis macularius",159081,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus",137138,,,,FALSE,TRUE,
"Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta tricolor",159117,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula antillarum",567797,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Lucinida","Lucinidae","Lucina","Lucina pensylvanica",420791,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Lucinida","Lucinidae","Codakia","Codakia orbicularis",420787,,,,FALSE,TRUE,
"Cnidaria","Anthozoa","Actiniaria","Actiniidae","Condylactis","Condylactis gigantea",283419,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus fuscus",137142,,,,FALSE,TRUE,
"Mollusca","Gastropoda",,"Plakobranchidae","Elysia","Elysia crispata",420572,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",567825,,,,FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Myrtales","Combretaceae","Conocarpus","Conocarpus erectus",418734,,,,FALSE,TRUE,
"Cnidaria","Scyphozoa","Rhizostomeae","Cassiopeidae","Cassiopea","Cassiopea andromeda",135295,,,,FALSE,TRUE,
"Chordata","Aves","Ciconiiformes","Threskiornithidae","Platalea","Platalea ajaja",422584,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris pusilla",159055,,,,FALSE,TRUE,"NT"
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius wilsonia",366844,,,,FALSE,TRUE,
"Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois volitans",159559,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Halichoeres","Halichoeres radiatus",275793,,,"fish",FALSE,TRUE,
"Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator",159098,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna forsteri",159057,,,,FALSE,TRUE,
"Porifera","Demospongiae","Clionaida","Clionaidae","Spheciospongia","Spheciospongia vesparium",170566,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius melodus",159125,,,,FALSE,TRUE,"NT"
"Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus scolopaceus",158957,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna sandvicensis",137166,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri",366588,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alpina",159047,,,,FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Avicennia","Avicennia germinans",235037,,,,FALSE,TRUE,
"Annelida","Polychaeta","Sabellida","Serpulidae","Pomatostegus","Pomatostegus stellatus",334600,,,,FALSE,TRUE,
"Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Chaetodon","Chaetodon capistratus",159661,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes adustus",276659,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax funebris",158583,,,"fish",FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora racemosa",235096,,,,FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora mangle",235094,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundo",137162,,,,FALSE,TRUE,
"Platyhelminthes",,"Polycladida","Euryleptidae","Prostheceraeus","Prostheceraeus crozieri",1353920,,,,FALSE,TRUE,
"Cnidaria","Anthozoa","Actiniaria","Aiptasiidae","Bartholomea","Bartholomea annulata",289496,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Ostreida","Isognomonidae","Isognomon","Isognomon bicolor",420737,,,,FALSE,TRUE,
"Chordata","Ascidiacea","Phlebobranchia","Perophoridae","Ecteinascidia","Ecteinascidia turbinata",103756,,,,FALSE,TRUE,
"Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sectatrix",303486,,,"fish",FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus",159127,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Arcida","Glycymerididae","Tucetona","Tucetona pectinata",420731,,,,FALSE,TRUE,
"Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus bermudensis",159284,,,"fish",FALSE,TRUE,
"Mollusca","Bivalvia","Lucinida","Lucinidae","Divalinga","Divalinga quadrisulcata",464137,,,,FALSE,TRUE,
"Cnidaria","Anthozoa","Actiniaria","Aiptasiidae","Exaiptasia","Exaiptasia diaphana",1264073,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Periclimenes","Periclimenes yucatanicus",421713,,,,FALSE,TRUE,
"Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena plumieri",159564,,,"fish",FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Asterales","Compositae","Borrichia","Borrichia frutescens",418776,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Cycloneritida","Neritidae","Nerita","Nerita versicolor",419506,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus mexicanus",159131,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Arcida","Arcidae","Lamarcka","Lamarcka ventricosa",1549091,,,,FALSE,TRUE,
"Porifera","Demospongiae","Dictyoceratida","Irciniidae","Ircinia","Ircinia campana",165009,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus americanus",420705,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Venerida","Chamidae","Chama","Chama congregata",420814,,,,FALSE,TRUE,
"Chordata","Teleostei","Blenniiformes","Blenniidae","Scartella","Scartella cristata",126782,,,"fish",FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus marinus",137146,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa melanoleuca",158967,,,,FALSE,TRUE,
"Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula","Bugula neritina",111158,,,,FALSE,TRUE,
"Echinodermata","Echinoidea","Diadematoida","Diadematidae","Diadema","Diadema antillarum",124332,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Trochida","Turbinidae","Lithopoma","Lithopoma americanum",413407,,,,FALSE,TRUE,
"Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus erythrorhynchos",159058,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Cardiida","Cardiidae","Americardia","Americardia media",420847,,,,FALSE,TRUE,
"Chordata","Aves","Charadriiformes","Rynchopidae","Rynchops","Rynchops niger",159079,,,,FALSE,TRUE,
"Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis","Nereis panamensis",329714,,,,FALSE,TRUE,
"Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus",159581,,,"fish",FALSE,TRUE,
"Mollusca","Bivalvia","Cardiida","Tellinidae","Oudardia","Oudardia iris",878535,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Trochida","Tegulidae","Agathistoma","Agathistoma fasciatum",1557229,,,,FALSE,TRUE,
"Echinodermata","Asteroidea","Valvatida","Oreasteridae","Oreaster","Oreaster reticulatus",178210,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Ostreida","Pinnidae","Pinna","Pinna carnea",420742,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Mytilida","Mytilidae","Brachidontes","Brachidontes modiolus",420696,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Venerida","Veneridae","Periglypta","Periglypta listeri",420947,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Cenchritis","Cenchritis muricatus",419557,,,,FALSE,TRUE,
"Annelida","Polychaeta","Amphinomida","Amphinomidae","Hermodice","Hermodice carunculata",129831,,,,FALSE,TRUE,
"Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Lactophrys","Lactophrys bicaudalis",275874,,,"fish",FALSE,TRUE,
"Chordata","Aves","Pelecaniformes","Sulidae","Morus","Morus bassanus",148776,,,,FALSE,TRUE,
"Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Caulerpa mexicana",144468,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Littorinimorpha","Ovulidae","Cyphoma","Cyphoma mcgintyi",419729,,,,FALSE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella cornuta",816224,,,,FALSE,TRUE,
"Arthropoda","Hexapoda","Odonata","Libellulidae","Erythrodiplax","Erythrodiplax berenice",874583,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Diogenidae","Clibanarius","Clibanarius tricolor",367527,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Diogenidae","Petrochirus","Petrochirus diogenes",368346,,,,FALSE,TRUE,
"Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter",213380,,,,FALSE,TRUE,
"Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Cerithium","Cerithium litteratum",216687,,,,FALSE,TRUE,
"Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia nigra",103725,,,,FALSE,TRUE,
"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus vetula",276064,,,"fish",FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Inachoididae","Stenorhynchus","Stenorhynchus seticornis",421957,,,,FALSE,TRUE,
"Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Penicillus","Penicillus capitatus",144484,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Leptostraca","Paranebaliidae","Paranebalia","Paranebalia belizensis",459288,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous sebae",557888,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Ancylomenes","Ancylomenes pedersoni",514493,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Venerida","Veneridae","Chione","Chione mazyckii",420933,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Cardiida","Tellinidae","Johnsonella","Johnsonella fausta",879801,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Arcida","Arcidae","Lamarcka","Lamarcka imbricata",1548267,,,,FALSE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella nodimarginis",451384,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Charybdis","Charybdis (Charybdis) hellerii",107382,,,,FALSE,TRUE,
"Porifera","Demospongiae","Poecilosclerida","Tedaniidae","Tedania","Tedania (Tedania) ignis",169565,,,,FALSE,TRUE,
"Cnidaria","Anthozoa","Scleralcyonacea","Briareidae","Briareum","Briareum asbestinum",289534,,,,FALSE,TRUE,
"Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra viridis",422493,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Pectinida","Pectinidae","Argopecten","Argopecten nucleus",394268,,,,FALSE,TRUE,
"Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus briareus",341954,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","Diodora listeri",419343,,,,FALSE,TRUE,
"Annelida","Polychaeta",,"Capitellidae","Dasybranchus","Dasybranchus lunulatus",157324,,,,FALSE,TRUE,
"Chordata","Teleostei","Syngnathiformes","Syngnathidae","Cosmocampus","Cosmocampus brachycephalus",278058,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Gobiiformes","Gobiidae","Bathygobius","Bathygobius curacao",277624,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes fuscus",276669,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Acyrtops","Acyrtops beryllinus",279504,,,"fish",FALSE,TRUE,
"Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Sesuvium","Sesuvium portulacastrum",211508,,,,FALSE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Stenopodidae","Stenopus","Stenopus hispidus",210370,,,,FALSE,TRUE,
"Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus tricolor",276017,,,"fish",FALSE,TRUE,
"Mollusca","Gastropoda","Ellobiida","Ellobiidae","Melampus","Melampus bidentatus",160368,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Echinolittorina","Echinolittorina ziczac",419564,,,,FALSE,TRUE,
"Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Yuzurua","Yuzurua poiteaui",526642,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Littorinimorpha","Strombidae","Lobatus","Lobatus raninus",531851,,,,FALSE,TRUE,
"Mollusca","Gastropoda",,"Eoacmaeidae","Eoacmaea","Eoacmaea pustulata",458655,,,,FALSE,TRUE,
"Mollusca","Gastropoda","Neogastropoda","Conidae","Conasprella","Conasprella jaspidea",836687,,,,FALSE,TRUE,
"Mollusca","Bivalvia","Cardiida","Tellinidae","Leporimetis","Leporimetis ephippium",724897,,,,FALSE,TRUE,
"Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes xanthurus",1021260,,,"fish",FALSE,TRUE,
"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus coeruleus",159300,,,"fish",FALSE,TRUE,
